篇名,作者,页数,关键词,摘要,filename
区块链交易数据隐私保护机制,祝烈煌:06342951|董慧:24075497|沈蒙:32364664,11,区块链; 混币机制; 数据隐私保护;,"区块链技术是一种去中心化、去信任化、公开透明的分布式数据存储技术,能够降低信任成本,实现安全可靠的数据交互。然而,攻击者可以轻易地从公开的全局账本中获得所有数据,并通过大数据分析技术挖掘用户交易规律等隐私信息。分析区块链交易数据面临的隐私泄露威胁,描述基于数据分析的攻击方法;介绍以混币机制为代表的交易数据隐私保护机制,简要描述各种混币方法的基本原理,并针对混币过程是否需要中心节点参与的问题分析不同混币机制的优势与缺陷;最后,分析了现有区块链数据隐私保护技术中存在的不足,并展望未来的发展方向。 ",DSJU201801005
零知识证明应用到区块链中的技术挑战, ,9,区块链; 隐私保护; 零知识证明;,"区块链是一种以密码学算法为基础的点对点分布式账本技术,然而,公开透明的区块链账本辅以社会学挖掘、数据挖掘等统计学方法,使得用户的隐私面临重大威胁,因而隐私保护成为当前区块链技术研究的热点。总结了已有的隐私保护方案,重点聚焦于零知识证明技术,阐述并分析了零知识证明应用到区块链隐私保护方案中的技术挑战,并给出了具有指导意义的解决方案。 ",DSJU201801006
新一代互联网安全管理体系研究框架:阳光互联网倡议,"唐鑫1:38631341|吴晓松1:38631342|黄伟1:10177697|LEE Jae Kyu1,2:38631343|赵玺1:22563525|王嘉寅1:11242586",11,网络犯罪; 大数据; 阳光互联网; 用户隐私;,"传统的互联网已经成为全球范围内匿名用户网络犯罪、网络欺诈和恐怖主义的雷区。为了从根本上解决网络安全问题,世界信息系统协会制定了一个基于信息通信技术和大数据技术的阳光互联网宏伟倡议,为传统的网络安全框架提供了一种全新的研究框架,在适当的层面保护用户隐私。基于阳光互联网的5项原则和中国网络安全现状,提出3点可实现的安全架构途径。 ",DSJU201801007
CCF大专委2018年大数据发展趋势预测,"周涛1,2:10517313|卞超轶1:35756089|潘柱廷3,4,5,6,7:28115507|查礼8:10348282|程学旗9,8,10,11:09559496",8, ,"<正>1引言在2017年中国大数据技术大会(BDTC)开幕式上,中国计算机学会(CCF)大数据专家委员会(以下简称大专委)如期发布了2018年大数据十大发展趋势预测,引发了业界的广泛关注和持续传播。本次大数据发展趋势预测经历了候选项征集和正式投票两个环节。在候选项征集环节,补充了若干体现大数据领域最新进展的候选项,并调整和删除了一些过时选项,最终形成的预测选项包括67项发展 ",DSJU201801008
浅论区块链的可运维性,白硕:09596143,5, ,"<正>1引言什么是IT系统的""可运维性""?通俗地讲,IT系统的可运维性就是一个IT系统自身提供的确保该系统的正常运行状态、排除该系统的异常运行状态、应对突发的运行需求的能力。这种能力最终需要与从事运维工作的人结合,才能真正发挥其预期效果,但是如果系统提供的""可运维性""能力很差,就会导致从事运维工作的人无 ",DSJU201801009
专栏:大数据领域国家工程实验室,,2, ,"<正>编者按:为了提高大数据领域自主创新能力,促进大数据产业快速发展,国家发展和改革委员会批准组建了13个大数据领域国家工程实验室。作为国家层面的大数据领域创新平台,国家工程实验室受到了大数据领域的从业人员和政府机构等各界人士的热切关注。《大数据》杂志特别策划了""大数据领域国家工程实验 ",DSJU201801010
大数据分析系统创新平台与生态建设,"王元卓1,2:24307899|靳小龙1,2:26681578|程学旗1,2:09559496",8,大数据分析系统; 大数据开放生态; 国家工程实验室;,"针对大数据分析处理深度与智能化程度不足,大数据分析计算不贯通、数据模型参数复杂,大数据算法易用性差、分析处理链路缺失以及大数据发挥协同效应条件要求高等共性技术与工程化瓶颈,系统地介绍了大数据分析系统国家工程验室研制的大数据分析系统创新平台的技术架构。该平台将重点支持科学计算、政府治理和社会安全等方面的示范应用,通过开放生态向各领域与全行业辐射,推动创新创业发展。 ",DSJU201801011
大数据分析系统国家工程实验室简介,,3, ,"<正>针对我国大数据挖掘与分析能力弱、大数据算法应用和综合能力不高等问题,大数据分析系统国家工程实验室重点突破大数据分析共性技术的瓶颈问题,研制大数据分析系统创新平台,开展大数据复杂性和不确定性特征描述、异构大数据预处理、大数据挖掘与分析计算系统、大数据挖掘结果与决策支持、基于大数据的智能知识获取算法等技术的研发和工程化。建设世界领先的大数据分析系统和关键技术研发基地,重点支持科学计算、政府治理和社会安全等方面的示 ",DSJU201801012
基于关联分析与机器学习的配网台区重过载预测方法,张国宾:37183960|王晓蓉:20636113|邓春宇:33149311,12,台区重过载; 关联分析; 机器学习;,"针对配电网运行中长期存在的台区重过载问题,提出基于关联规则挖掘的重过载影响因素分析方法,从设备和用户属性、自然环境、短期负荷特性中挖掘针对各类重过载事件的关联规则。从关联项中提取重过载影响因素,并基于机器学习模型,建立重过载事件预测模型,实现对重过载事件的短期预测。最后利用业务系统实际数据,对所提方法进行了效果验证。算例结果表明,新方法能够更为系统、全面地刻画重过载事件,提出的重过载预测模型在命中率和准确率方面表现良好。 ",DSJU201801013
金融科技在互联网金融行业性风险防范领域的应用,,7,反欺诈; 共享平台; 知识图谱;,"互联网金融领域出现的越来越多的欺诈风险、多头负债等现象,已经严重影响了行业的健康发展。详细分析了互联网金融行业面临的挑战,采用分布式架构设计及API调用技术,设计了一个行业机构间的共享生态系统,并以知识图谱为底层架构,设计了更适用于金融场景的社交网络图谱,构建了反欺诈的风控体系,实现了互联网金融行业数据的互联与互通,有效防范了行业多头负债的发生,提升了行业反欺诈能力。 ",DSJU201801014
2016年《大数据》高被引论文Top10,,1, , ,DSJU201801015
工业大数据技术综述,王建民:08181451,12,工业大数据; 工业互联网; 大数据软件; 系统架构;,"工业大数据是工业数据的总称,包括信息化数据、物联网数据以及跨界数据,是工业互联网的核心要素。分析了工业大数据的发展背景和主体来源,剖析了工业大数据、企业信息化和工业互联网之间的相互关系,阐述了工业大数据""多模态、高通量、强关联""的数据特点以及""跨尺度、产业链、跨界""多源数据融合的应用特点,探讨了工业大数据软件系统架构,给出了制造环节的大数据应用实例。 ",DSJU201706001
基于炼铁大数据智能互联平台推动传统工业转型升级, ,12,炼铁; 大数据; 智能制造; 信息物理系统;,"通过炼铁物联网子系统采集高炉现场监控系统、检化验系统、生产运营系统的基础数据,根据工艺流程建立相关机理数学模型及信息物理系统,研发了基于数据驱动和机理模型的大数据存储和智能互联平台,对炼铁工序海量数据进行深度挖掘。结合机理模型及冶金行业的核心评价标准,对不同企业、各工序、各人员操作数据进行横向及纵向对比分析,在此平台上快速高效地完成炼铁操作制度的建议、炼铁大数据的云端数学建模计算、炼铁信息和标准的快速获取、炼铁问题的互动咨询等,探索了信息技术、大数据技术、互联网技术与传统冶金技术的深度融合。 ",DSJU201706002
工业大数据的应用与实践,袁爱进1:38216484,15,工业大数据; 共享数据; 平台; 智能服务;,"随着物联网和信息物理系统时代的来临,更多数据可以被收集和分析,工业大数据也成为行业创新和转型的重要驱动力。与传统互联网大数据不同,工业大数据与工业逻辑紧密结合,详细对比了工业大数据与互联网大数据的区别,结合典型案例,阐述了需求驱动传统制造业变革的过程和工业大数据的发展之路,介绍了工业大数据平台的架构和工作原理。最后以挖掘机业务为例,展示了工业大数据平台的应用效果,并提出共享数据和模型将会使基于数据的应用产生更大的价值。 ",DSJU201706003
面向智能电网的电力大数据存储与分析应用,崔立真1:08198818|史玉良1:08264171|刘磊1:08230241|赵卓峰2:27195995|毕艳冰3:38591151,13,智能电网; 大数据; 存储; 智能分析;,阐述了智能电网面临的挑战以及大数据关键技术对电力行业的可持续发展和坚强智能电网建立的重要意义。分别从智能电网主数据管理、用电信息统一存储管理、电能质量分析、配网运营能力分析等几个典型大数据系统分析了大数据关键技术在智能电网中的应用。 ,DSJU201706004
一种情感判别分析体系在汽车品牌舆情管理中的应用,宋云生:38211288,10,情感分析; 监督模型; 朴素贝叶斯; 自然语言处理;,"品牌舆情管理涉及文本、语音等自然语言产物的处理,如挖掘文本内涵的情感、观点等并对其量化,才能进一步分析品牌所处的舆论环境。对自然语言中情感的量化即情感判别分析,针对传统的基于词典的情感分析和基于监督模型的情感分析存在的不足,提出了一种新的情感分析系统,并结合朴素贝叶斯分类算法,提高了情感分析的准确率,并增强了量化分析情感强度的能力。经测试,提出的文本情感分析引擎的情感判别准确率高于常见的分析方法,且不具有非常明显的行业特异性。 ",DSJU201706005
