篇名,作者,页数,关键词,摘要,filename
湖北省图书馆学会2011年学术年会在恩施召开,,1, ,"<正>11月2-5日,湖北省图书馆学会2011年学术年会在恩施土家族苗族自治州召开。大会由省图书馆学会副会长、武汉大学信息管理学院院长陈传夫主持,省图书馆学会会长万群华致开幕词,恩施州文化局局长徐开芳致欢迎辞,省文化厅社文处处长李波致贺词。省文化厅社文处副处长张良菊,省图书馆学会副会长燕今伟、王学东、李光玉,省图书馆学会秘书长贺定安、副秘书长徐力文,恩施州文化局副局长翁大 ",TSLT201106006
湖北省图书馆推出《点读》导读小册,,1, ,"<正>2011年12月,省图书馆与省新华书店(集团)公司联合创办《点读》导读小册。""点读"",顾名思义,其之义有三:一是""指点""图书,推荐书目,做好参谋,阅读导航;二是您""点""图书,""我""买单,按""点""配书;三是点评悦读, ",TSLT201106009
新疆博尔塔拉蒙古自治州图书馆一行到湖北省馆学习交流,,1, ,"<正>11月21日,新疆博尔塔拉蒙古自治州图书馆专业技术人员学习组一行5人,到湖北省馆进行为期一个半月的学习交流。此次博州图书馆专业技术人员的学习交流活动,是湖北省馆贯彻落实全省对口支援新疆工作会议精神,而开展的新一轮对口援助博州项目。 ",TSLT201106012
《读者空间》征稿启事,,1, ,"<正>《读者空间》是湖北省新闻出版局批准、湖北省图书馆主办的内部刊物,旨在为广大读者与图书馆员提供一个阅读交流互动的平台。《读者空间》为双月刊,大16开本,每期50页。时值创刊之际,《读者空间》特面向广大读者和图书情报界同仁征稿。稿件一经刊用,即付稿酬。具体事宜如下: ",TSLT201106027
湖北省少年儿童图书馆建设与发展调研报告,,4, ,"<正>为贯彻落实李长春同志对湖北省图书馆工作的重要指示精神,根据省委、省政府有关领导的指示,按照省文化厅统一部暑和省""调研课题组""的要求,结合我省少儿图书馆事业发展状况,""关注湖北省公共图书馆生存与发展""武汉市少儿图书馆课题组通过走访、问卷调查和其他调研形式,对全省少年儿童图书馆、地级市(州)公 ",TSLT201106005
湖北省公共图书馆阵地服务转型调研报告,,6, ,"<正>为了解湖北省公共图书馆系统阵地服务的现状,了解公共图书馆服务的社会效益与公共图书馆发展状况的关系,根据湖北省文化厅的工作部署,""关注湖北省公共图书馆生存与发展""孝感市图书馆课题组对全省107个公共图书馆的基础条件、阵地服务、地方财政投入等,以发放调研表方式进行了调研。此次调研发放调查表107份,收回有效调查表58份,并以有效调查表为主要依据,按省级(含副省级)馆、地市级(含直管 ",TSLT201106007
构建公共文化体系 科学服务和谐社会——第十届中国社区乡镇图书馆发展战略研讨会征文综述,贺定安1:10601139|王一鸣2:11266367,4, ,"<正>第十届中国社区乡镇图书馆发展战略研讨会征文活动,由中国图书馆学会社区乡镇图书馆专业委员会组织发起。征文的主题是:基层图书馆——服务创新与文献资源共享。至截稿,共收到来自全国26个省、市各级各类图书馆征文438篇。经过湖北省图书馆学会学术委员会组织认真审阅,层层筛选,通过初评和复审,共评出一、二、三等奖论文181篇,其中一等奖29篇,二等奖63篇,三等奖89篇。本次征集的特点:一是征文范围广、覆盖面大。作者除公共、高校、科研图书馆外,还有专业图书馆、工会图书馆、中 ",TSLT201106008
三大类型图书馆核心竞争力的调查、分析及提升策略,于春莉:07766649,5,图书馆; 核心竞争力; 调查;,"在调查统计的基础上,从图书馆的基本情况、信息服务、资源建设、管理创新及核心竞争力建设等方面,对高校图书馆、科研图书馆和公共图书馆的竞争优势进行分析研究,并针对三大类型图书馆的不同特点,围绕图书馆核心竞争力提出应对策略。 ",TSLT201106010
公共图书馆媒体公关策略及忌讳思考,齐正军:45687601,4,公共图书馆; 媒体公关; 公共关系;,"结合公共图书馆的媒体公关活动的实践,阐述公共图书馆媒体公关的若干策略,对公共图书馆媒体公关忌讳进行思考。 ",TSLT201106011
图书馆泛在服务构建及面临的机遇与挑战刍议,邓小茹:06915128,3,图书馆; 泛在; 泛在服务; 应用系统集成; 专业知识集成服务; 图书馆联盟;,"从泛在概念出发,阐述泛在的缘起、发展和特征,分析图书馆泛在服务构建在应用系统集成平台、各类新兴服务互补、专业知识集成服务和图书馆联盟中的机遇,探讨图书馆泛在服务面临的挑战。 ",TSLT201106013
武汉城市圈高校图书馆服务“两型”社会建设可行性探讨,程水英:07372495,3,武汉城市圈; “两型”社会; 高校图书馆;,"阐述高校图书馆在服务社会中的地位和作用,分析武汉市城市圈高校图书馆服务""两型""社会的可行性及优势,提出武汉城市圈高校图书馆服务""两型""社会建设的若干策略。 ",TSLT201106014
关联挖掘技术在图书馆推送服务中的应用研究,叶茹:29173510,4,数据挖掘; 关联规则; 图书馆; 推送服务;,"关联规则是数据挖掘主要的技术之一。阐述图书馆个性化信息推送服务以及关联规则数据挖掘技术,介绍基于Apriori关联算法在图书馆读者借阅历史数据分析中的应用,论述关联挖掘分析结果对图书馆推送服务的积极作用,指出在使用关联规则中可能会存在的若干问题,并对相关问题提出了一些解决方法。 ",TSLT201106015
试谈图书馆幼儿阅读指导,严勇刚:21645095,5,图书馆; 幼儿阅读; 幼儿教育;,"依据幼儿阅读特点,阐述营造幼儿阅读环境的内容,以及开展幼儿阅读指导的几个主要方面。提出实施幼儿阅读指导既是家长、幼儿园和社会的责任,也是图书馆义不容辞的责任。 ",TSLT201106016
浦东地方文献收集、整理及开发利用特点分析,张淞淞:28788739,3,图书馆; 浦东; 地方文献;,"以浦东地方文献的建设为例,从地方文献的内涵、搜集范围与措施、如何开发利用等方面,提出理念和构想。 ",TSLT201106017
开放获取下的特色数据库资源建设及其划分,于新国:08916681,4,特色数据库; 网络资源; 开放获取;,"从开放获取与特色数据库资源建设,以及我国开放获取特色数据库资源中的专科、专业、专区、专人、专题、专类、专校、专族特色数据库资源和综合性特色数据库资源等方面,对开放获取环境中的我国特色数据库资源进行了综合考察。 ",TSLT201106019
电子书版权保护问题思考,黄仕杰:27767336,4,电子书; 版权; 版权法;,"版权利益矛盾是制约电子书发展的瓶颈。同传统的纸质图书相比,电子书在版权管理的对象、涉及的主要版权类型、版权许可使用等方面有其特殊性;电子书版权保护的关键是平衡产业链条中各主体的利益关系,核心是解决内容资源版权的授权问题,本文就此问题进行阐述和思考。 ",TSLT201106020
RSS技术在党校图书馆应用及存在的问题初探,徐红:22653965,4,RSS; 党校图书馆; 信息推送;,"介绍RSS技术的特点,探讨RSS技术在图书馆的应用,以及党校图书馆RSS技术应用中存在的问题,针对党校图书馆用户的不同层次需求,提出改善党校图书馆RSS服务的策略。 ",TSLT201106022
网络信息资源描述及应用探讨,毛芸:26652746,4,网络信息资源; 资源描述; MARC; MODS; DC; 元数据;,"阐述在网络环境下,信息资源的MARC、MODS、DC这三种描述方法及特点,比较了适用于这三种描述方法的不同网络信息资源。 ",TSLT201106023
农家书屋成为农村留守儿童精神乐园的可行性分析,王蓓:24878958,3,农家书屋; 留守儿童; 导读;,"留守儿童的生存及教育已经成为一个社会问题。通过分析农村留守儿童的生存现状,农家书屋成为农村留守儿童精神乐园的可行性,提出农家书屋如何成为留守儿童精神家园的途径,以及要解决好的几方面的问题。 ",TSLT201106024
谱牒分类变迁及传播路径探析,杨爱华:23946114,4,谱牒; 谱牒分类; 谱牒传播;,"厘清谱牒的分类变迁和传播路径,指出谱牒在不同的历史时期,其目录学中的分类是处于不断变迁之中的,以及其传播是分为上层传播路径和下层传播路径进行的。 ",TSLT201106025
《丛书集成三编》之《肃松录》版本举正,崔建利:07952773|高金华:23448794,3,丛书集成三编; 肃松录; 谭吉璁; 谭新嘉; 明帝陵;,"阐述清初谭吉璁与《肃松录》、《丛书集成三编》与《肃松录》和《嘉兴谭氏遗书》与《肃松录》的内在联系,对难见《肃松录》原本的原因进行推断。 ",TSLT201106026
关于“社会主义文化建设体系”的提出与思考——党的十七届六中全会《决定》解读之一,汤旭岩:10730160|张文清:29053339,4, ,"<正>2011年10月18日,中国共产党第十七届中央委员会第六次全体会议通过了《中共中央关于深化文化体制改革推动社会主义文化大发展大繁荣若干重大问题的决定》。党的这一《决定》是我们党面对新形势所提出的深化文化体制改革、推动社会主义文化大发展大繁荣若干重大问题的决定,是建设社会主义文化强国的纲领性文件。《决定》是在我国经济快速发展、物质文明大繁荣的背景下提出的,所以当前文化体制改革的重点主要集中在精神层面的文化建设。我们认为,在《决定》中,从理论层面可以提炼、归纳出社会主义文化建设事业""四大体系"",进而提出""社会主义文化建设体系""概念,便于对《决定》的解读。 ",TSLT201106003
《公共图书馆法》调研组在鄂调研座谈会纪要,沈文:29245215,2, ,"<正>2011年9月22日,全国人大教科文卫委员会、国务院法制办、文化部联合调研组在湖北省召开《公共图书馆法》立法工作调研座谈会。湖北省人大教科文卫委员会、省政府法制办、省文化厅和公共图书馆界有关负责同志20余人参加座谈。座谈会在听取湖北省文化厅对公共图书馆事业发展及《湖北省公共图书馆条例》立法执法情况汇报的基础上,着重围绕《公共图书馆法》 ",TSLT201105003
对《公共图书馆法》的评价及建议,汤旭岩:10730160,3, ,"<正>1相关背景介绍自2008年11月文化部启动《公共图书馆法》立法程序以来,中国图书馆学会受文化部委托,集合了全国业界的专家学者开展了立法支撑研究。在2009年年初北京会议上,成立了10个立法支撑研究课题组,其中,管理体制研究课题由湖北省图书馆和深圳市图书馆承担。今天参加座谈会的就有3位是课题组成员。课题组先后赴湖北省荆门、荆州市,广东深圳、东莞、佛山市,贵州 ",TSLT201105004
