篇名,作者,页数,关键词,摘要,filename
“后智库时代”的智库影响力——评《智库、外交政策和地缘政治：实现影响力的路径》,"王传奇1,2:39061474|李刚1:00073038",5,智库; 影响力; 研究型智库; 倡导型智库; 书评;,"[目的/意义]《智库、外交政策和地缘政治:实现影响力的路径》以实证调研为支撑,分析了数个具有代表性的国家和地区智库发展历史和现状,阐述了智库在外交政策和地缘政治领域的重要作用,指出了智库排名评价方式的弊端并提出了较为科学的评价理论。笔者认为,将该书翻译成中文出版,为我国特色新型智库的健康发展提供了理论指导和实践借鉴。[方法/过程]论文从""后智库时代""视角探析了该书与时俱进的理论创新点。[结果/结论]该书极具时代性和学术性,是关于智库影响力理论研究与实践指导的一部经典著作。 ",ZKSL201904014
美国军事战略学的颠覆创新——评《兰德公司（1989—2009）美国战略学知识的重构》,甘琳:23155399,4,兰德公司; 美国军事战略学; 创新; 书评;,"[目的/意义]为深入了解国际一流智库发展的重要历程、美国军事战略学思想与体制的颠覆创新,进一步加强建设中国特色新型智库,文章对《兰德公司(1989—2009):美国战略学知识的重构》进行了较为客观的解读和评价。[方法/过程]运用文献调研法和对比分析方法探讨了本书所列案例的相关信息,对著作的写作手法、结构、内容主题及价值等方面详细探讨。[结果/结论]笔者认为,将该书翻译成中文出版,无论对我国学界还是智库界都将具有一定的学术参考和借鉴价值。 ",ZKSL201904015
华盛顿政治的智慧之思——评《美国政治的转变：新华盛顿与智库的兴起》,邹婧雅:37115743|李刚:08038856,4,美国政治的转变; 华盛顿; 智库; 智慧; 书评;,"[目的/意义]《美国政治的转变:新华盛顿与智库的兴起》原著是美国学者戴维·里奇于20世纪90年代发表的智库经典著作,如今已由南京大学中国智库研究与评价中心翻译为中文出版。[方法/过程]文章从著作的写作手法、结构、内容主题及价值等方面评价了该书,该书采用历史路径分析方法,以""讲故事""的方式生动地展现了美国政治在20世纪后半期发生的翻天覆地的变化及其与智库之间的联系,处处凸显出""智慧""在美国政治决策领域的重要地位。[结果/结论]《美国政治的转变:新华盛顿与智库的兴起》鞭辟入里的分析不仅对美国智库史研究具有重要的学术参考价值,也能够为我国智库建设提供一定的借鉴,是智库研究者不容错过的经典佳作。 ",ZKSL201904016
工笔细描中国智库全家福——评《中国智库索引》,黄静:40820756|徐路:33453007,5,中国智库; 权威总目; CTTI系统; 工具书; 书评;,"[目的/意义]为更好了解国内智库现状及收录情况。[方法/过程]本文从工具书的使用和特点等多方面分析比较南京大学出版社2018年出版的《中国智库索引》及CTTI系统。[结果/结论]该书收录国内598家智库,全书共69.3万字,是一部较为权威的全国性智库总目,是一本收录完备、信息精准、检索方便、质量优良的机构指南类工具书,兼具历史性和时代性、独立性和延伸性、实用性和学术性,较为全面地反映了国内智库的整体情况,为中国智库描绘了一幅全面准确、生动细致的""全家福"",对于中国智库研究具有重要意义。 ",ZKSL201904017
第五届中国特色新型智库建设学术研讨会（西安）及征文通知,,1, ,"<正>我国智库经过几年的发展,已步入一个新的阶段。智库建设应树立""智库+""思想,将学术研究思想进一步凝练、发展、凝集到智库的政策和措施上。为此,西安电子科技大学与中国科学院文献情报中心联合主办第五届中国特色新型智库建设学术研讨会。本次会议主题为""数据驱动的新型智库建设""。论坛将分析智库建设的数据驱动问题,突破智库发展面临的数据方法与应用,研讨智库如何将数据驱动作为一种发展驱动力,从数据中挖掘知识、情报,并汇聚形成智库决策的智慧, ",ZKSL201904018
中国特色新型智库影响力的生成逻辑、作用机制与提升路径——基于多维理论视角的学理分析,钱再见:08082101|高晓霞:33907513,11,新型智库; 影响力; 治理; 知识运用; 政策网络; 政策话语;,"[目的/意义]影响力是智库的生命力和价值之所在。中国特色新型智库影响力的核心是其作为政策研究与咨询机构的政策研究洞察力、政策设计的创造力和政策咨询竞争力。[方法 /过程]本文通过文献研究和系统分析认为,中国特色新型智库影响力的生成离不开国家治理中的需求拉动,知识运用过程中的内在驱动,以及政策网络中不同主体的协同联动。中国特色新型智库影响力的生成还需要在政策研究、政策咨询和政策制定过程中逐步落地,形成政策话语的传播力、说服力和影响力。[结果 /结论 ]在中国特色社会主义新时代,新型智库要在治理进程中催生影响力,同时,要通过知识运用提升影响力,此外,还要在政策网络中不断扩大影响力。 ",ZKSL201903001
智库在中国特色知识体系建设中的作用,曾志敏:37323948|李婧:23736901,6,中国特色知识体系; 智库政策; 思想市场机制;,"[目的/意义]智库肩负着促进知识创新的重要使命,在中国特色知识体系建设中发挥着重要作用。[方法 /过程]本文讨论了构建中国特色知识体系的时代需求,并从政策思想市场的角度分析了智库对于中国特色知识体系建设的重要价值。[结果 /结论 ]需要增强政策思想市场机制的运行效率,围绕实践需求,引导知识生产的方向;通过价值信号,激发知识创新的活力;通过实践检验,增强知识发展的动力。 ",ZKSL201903002
2015年以来国内科技智库研究热点主题分析,王铮:21863090|刘心锐:42135795|黄子洛:42323430,10,科技智库; 主题分析; 智库功能; 智库影响力; 智库服务;,"[目的/意义]科技智库是我国新型智库体系的重要组成部分,2015年以来国内科技智库实践与研究进入活跃期,并产生了大量论文成果。对于这些研究成果进行系统梳理与综述,有助于把握我国科技智库发展现状与趋势,为下一步的研究打下基础。[方法 /过程]对2015年以来国内关于科技智库的论文等研究成果进行主题分析。[结果 /结论]分析了国内科技智库论文的学科分布情况,划分了智库内涵与功能、现状与问题、影响力与传播力、产品与服务、地区案例、理论与方法等研究主题,并对已取得成果和研究中存在的局限与问题进行分析。 ",ZKSL201903003
《智库DIIS理论方法》书讯,,1, ,<正>智库建设的目的是什么?智库的问题是什么?与一般意义的学术研究有何异同?智库研究的规律是什么?怎样开展智库研究?遵循什么样的原则?如何评价智库研究成果?中国科学院科技战略咨询研究院院长、国务院研究室与中国科学院共建的中国创新战略和政策研究中心共同主任、中国发展战略学研究会理事长、博士研究生导师潘教峰研究 ,ZKSL201903004
《国家智囊:兰德公司如何影响世界》书讯,,1, ,"<正>中国国防科技信息中心研究员、原总工程师真溱所著的《国家智囊:兰德公司如何影响世界》一书,2019年6月由电子工业出版社正式出版。这是一本以学术论文的严谨标准来撰写的非虚构读物。作者以兰德公司的酝酿起步和建设发展为主线,精心挑选了若干充满细节的曲折故事作为载体,生动再现了""美国面临重大危机和挑战时 ",ZKSL201903013
《智库DIIS理论方法》发布暨研讨会在中国科学院科技战略咨询研究院举行,,1, ,"<正>6月27日,中国科学院科技战略咨询研究院(以下简称战略咨询院)在京举办《智库DIIS理论方法》发布暨研讨会。会上发布了战略咨询院关于中国特色新型智库建设规律和理论方法研究的重要成果——《智库DIIS理论方法》,来自国家高端智库理事会和中央党校、新华社、国务院发展研究中心、国家发展与改革委员会宏观经济 ",ZKSL201903014
2019第四届智库能力与新型智库建设高级研修班在南开大学成功举办,,1, ,"<正>为加强中国特色新型智库核心能力建设,推进国家治理体系和治理能力现代化,解决新型智库建设理论与实践发展中面临的新问题,""2019第四届智库能力与新型智库建设高级研修班""于6月27-29日在南开大学商学院举办。研修班由中国科学院文献情报中心主办,《智库理论与实践》编辑部承办,南开大学商学院协办。来自研究机构、高校和企业等领域 ",ZKSL201903015
