篇名,作者,页数,关键词,摘要,filename
“第一届金融与计算论坛”在北京召开,陆忠华:09559436,3, ,"<正>2014年6月21日-22日,""第一届金融与计算论坛""在位于怀柔科教园的中国科学院北京超级云计算中心召开。来自中国人民大学信息学院、中央财经大学金融学院、中央财经大学统计与数学学院、华东师范大学金融与统计学院、北京联合大学应用文理学院、中国科学院计算机网络信息中心超级计算中心等科研院所,以及北京盈赛福投资管理有限公司、北京凯信投资管理有限公司、信达投资有限公司、中国人民建设银行北京分行等金融机构的共计30余名代表参加了本次论坛。 ",KYXH201404012
第二届金融与计算论坛(2ndFCF2014)征文通知,,1, ,"<正>金融业务现象会产生海量数据(大金融数据),金融市场的瞬息万变要求金融机构能够及时有效地分析相关数据并做出决策。这不仅需要金融统计与计量方法,更需要借助计算技术和计算能力。金融计量方法与计算技术(包括软件与硬件)有效结合为处理金融大数据、研究和发现金融现象的数量规律提供了有力工具。这方面的研究包括蒙特卡洛模拟算法与应用研究(金融衍生品定价、风险预测等)、金融优化(稳健投资组合选择)算法研究、金融市场算法交易研究等。国外该领域研究已开展多年,国内近几年才刚开始。 ",KYXH201404013
高能物理计算环境概述,程耀东:15446086|石京燕:09623482|陈刚:00232828,8,高能物理; 高性能计算; 海量存储; 网格;,"本文介绍了高能物理的计算需求,探讨了典型的高能物理计算模型,详细介绍了常用的计算技术和系统,包括前端登录集群、海量存储系统、作业管理系统、虚拟计算系统、备份与分级存储、用户管理、软件自动部署、系统监视、网格系统等。对高能物理计算环境现状进行总结,并提出展望。 ",KYXH201403001
大数据对新闻生产的影响,苏林森1:31511312|马慧娟2:30405831|张东岳2:29982606,8,大数据; 数据新闻; 新闻生产;,"大数据技术给新闻生产带来了深刻的影响,大数据技术及思维改变了传统媒介的媒介生产和操作理念,改变了新闻生产的思路和流程,突破媒体对新闻生产的垄断,通过关联物预测新闻发展,可视化和交互性图表方便同受众的互动。大数据时代的新闻从业者不仅要有大数据思维,还要擅于跨界合作,数据驱动新闻强调""数字优先""、增强新闻可视化效果,但基于大数据技术的新闻生产也面临着数据可信度、网络数据新闻的代表性问题等难题和唯数据的倾向,非结构化数据分析也对媒介从业者构成技术挑战。因此,在大数据时代,传统媒体的新闻理念、经验和规范应当在继承其合理内核的同时进行深刻变革。 ",KYXH201403002
基于心电信号动态时间序列分析的身份信息识别, ,11,电子健康; 生物认证; 心电信号; 动态时间序列; 信息安全;,"本文探讨如何使用一种新型生物认证方式——基于人体心电信号(ECG)的生物认证方法对电子健康中的信息安全进行保护。人体心电信号的随机性、唯一性以及难以复制和伪造的特点为身份认证提供了条件。本文在对国内外相关工作分析的基础上提出了一种快速融合识别技术——基于动态时间序列分析的ECG身份识别算法,实验结果表明其具有较高的识别率和性能。 ",KYXH201403003
基因与疾病关联分析中的宏基因组组装工具SWAP-Meta,孟金涛:28513207|魏彦杰:29371809,8,人体健康; 宏基因组; 基因组组装; 关联分析;,"基因与疾病的关联分析对人类健康和医疗的意义重大。准确的基因与疾病关联分析是个性化医疗发展必不可少的条件。宏基因组组装和分析对于了解各种环境中的微生物群落以及细菌分布至关重要,比如人类肠道宏基因组组装和分析可以帮助了解肥胖、肠炎等疾病机理。在基因与疾病关联分析以及宏基因组组装方面,本文深入讨论了相关技术难点,并介绍了我们的宏基因组组装工具SWAP-Meta。 ",KYXH201403004
红细胞变形相场模型的紧致积分因子法,"赵江伟1,2:31511313|张鉴1:24282823|王龙1:22671036",7,曲线坐标; 紧致积分因子法; 相场; 红细胞变形; 交叉导数; 非线性空间导数;,"本文将紧致积分因子法应用于弹性弯曲势能下红细胞形变过程的相场模型求解。解决了紧致积分因子法如何应用在曲线坐标下具有交叉导数项方程的问题,并对方程中非线性项空间导数和积分因子设计了多项式近似和精确积分结合的混合算法,很大程度地放松了稳定性条件的限制。方法的正确性和效率由数值实验结果进行了验证。本文针对红细胞考虑了柱坐标系下使用紧致积分因子法求解相场方程,但本文所提出的方法也可推广到一般曲线坐标下。 ",KYXH201403005
一种特殊稀疏矩阵的LU分解加速技巧,聂宁明:30163688|刘芳:26303239|周纯葆:30156009,5,稀疏矩阵; LU分解; 填充; 置换; 约减;,"<正>随着待求解问题的维数的增加以及网格的加密,在数值计算过程中产生的稀疏线性方程组的求解便成了计算过程中最消耗计算资源的模块。在本文中我们根据问题本身所产生的矩阵的特殊结构,设计了一种精巧的PR(Permutation and Reduction)置换约减算法,可以有效地减少矩阵的维数,减少矩阵分解过程中的填充,加快了分解的速度。 ",KYXH201403006
基于布朗桥模型的时空同现模式分析方法,"邓超1,2:31511314|罗泽1:10348235|阎保平1:05977888",9,时空数据; 同现模式; 布朗桥模型; 概率密度分布;,"同现模式挖掘一直是时空数据挖掘的重要部分,现有的同现模式定义无法准确地描述同现实例。为了解决该问题,本文提出了一种从概率角度来描述同现模式的思路,并提出了基于布朗桥的同现概率分布建模方法。该方法利用布朗桥模型,对移动对象的轨迹分布分别建模,再计算对象与对象同现的概率分布。该方法从概率的角度解释了同现发生的可能性,对同现实例的描述更加精确。最后,本文将该方法应用在青海湖斑头雁迁徙的时空数据上,对同现分布进行建模,发现高概率同现分布的区域和时间,并跟踪了移动对象随时间变化对应的高概率同现区域的变化情况。 ",KYXH201403007
基于最小费用最大流理论的CCN多路径路由算法,"雷苏娇1,2:33246685|李俊2:10348232|吴海博2:31511316|冯宗明1,2:33246686",9,内容中心网络; 多路径路由; 最小费用最大流理论;,"在CCN(Content-Centric Networking,内容中心网络)中,多路径路由是一个新的特性,采用多路径路由可以更高效地利用网络资源,平衡网络拥塞。本文基于最小费用最大流理论,提出了一种适用于CCN网络的最小时延最大带宽多路径路由算法。该算法可以根据网络链路的带宽差异和链路的时延来选择不同的路由路径,达到整个网络的带宽最优利用。仿真实验表明,该算法与最短路径算法相比可以减少网络丢包,将瓶颈链路的负载量降低60%左右,缓解网络拥塞。 ",KYXH201403008
一种基于显式反馈的内容中心网络?NDN拥塞控制算法,"唐潇1,2:31511318|任勇毛1:22414764|李俊1:10348232|李灵玲3:30911846",10,内容中心网络; 传输; 拥塞控制; 显式反馈;,"针对传统TCP协议的隐式拥塞控制算法不适合内容中心网络(Named Data Networking,NDN)的问题,本文提出了一种显式的拥塞控制算法(Explicit Control Algorithm,ECA)。ECA算法通过主动检测网络中间节点上的传输队列长度来判断网络拥塞水平,并显式地反馈给接收端,接收端据此调整Interest包的发送速率,以控制发送端发送Data包的速率,从而实现网络的拥塞控制。基于ndnSIM的仿真实验结果表明,ECA和传统TCP的AIMD算法相比,具有更高的传输效率和更好的稳定性。 ",KYXH201403009
面向生态环境监测的传感器观测服务研究与应用,"柳婷1,2:31511319|罗万明1:10348234|阎保平1:05977888",9,Sensor Web; 传感器观测服务;,"传感器观测服务规范(Sensor Observation Service,SOS)对于实现异构传感器网络之间的数据共享与互操作性具有重要作用。本文主要介绍了SOS规范产生的背景以及该规范的主要内容,并将该规范应用到黑河流域生态环境观测无线传感器网络中,设计并实现了规范中的核心功能及相应的服务端与客户端,从而验证了该规范的可行性,为Sensor Web在生态环境观测领域的应用提供了参考。 ",KYXH201403010
视频鸟类行为研究中基于尺度不变特征变换的形态分类算法,"谢慕哲1,2:31511320|罗泽1:10348235|阎保平1:05977888",8,视频分析; 形态分类; SIFT; KNN;,"本文介绍了我们在动物行为的智能分析研究中,针对青海湖野鸟监控获得的视频数据,基于数字图像处理及机器学习的方法对斑头雁形态样本进行分类的方法。我们首先采用尺度不变特征变换提取样本的特征点,选择不同的聚类中心对训练样本的特征点进行聚类,为每个样本生成特征向量来对样本进行描述,然后采用K最近邻算法建立模型,对斑头雁形态进行分类。对提出的方法进行了实验验证。通过恰当的特征选取,测试数据的分类准确率达到了73.75%。实验表明,本文提出的方法可以有效地从视频数据中实现斑头雁形态的自动分类。 ",KYXH201403011
美国国家科学基金会更新国际科研网络连接项目,张娟:27853957,2, ,"<正>为支持美国科研教育团体与全球同行进行交流与合作,包括访问远程设施、数据与计算资源,美国国家科学基金会(NSF)于2004年即设立了国际科研网络连接(International Research Network Connections,IRNC)项目,以支持国际科学与工程研究教育合作对高性能网络连接的需求。2014年4月,NSF第二次更新了IRNC项目的内容,拟支持 ",KYXH201403012
中国科学院计算机网络信息中心整体运维支撑服务简介,,1, ,"<正>整体运维支撑中心是中国科学院计算机网络信息中心为建立整体运维体系、提升服务能力而成立的运维支撑部门,下设运维保障部、统一呼叫中心、技术部三个子部门。作为计算机网络信息中心对外联系的窗口,统一呼叫中心于2013年7月1日正式开始运行,有效支持各部门业务推广,面向院内外用户提供一站式客户服务。主要服务内容包括: ",KYXH201403013
